Running,1500,1600,False,False,False,True,False,False,False
Running,1600,1700,False,False,False,False,False,False,True
Running,1100,1200,False,False,False,False,False,False,True
Running,2100,2200,False,False,False,False,True,False,False
Running,1200,1300,False,True,False,False,False,False,False
Running,0800,0900,False,False,False,True,False,False,False
Running,2200,2300,False,True,False,False,False,False,False
Running,1700,1800,False,False,False,False,False,True,False
Running,1300,1400,False,False,False,False,False,True,False
Running,1900,2000,False,False,True,False,False,False,False
Running,1200,1300,False,False,False,False,False,True,False
Running,2000,2100,False,False,False,False,False,False,True
Running,1700,1800,False,False,True,False,False,False,False
Running,0800,0900,False,False,False,True,False,False,False
Running,1000,1100,False,False,False,True,False,False,False
Running,0800,0900,False,False,False,False,False,False,True
Running,1500,1600,False,False,False,True,False,False,False
Running,0700,0800,False,False,False,False,True,False,False
Running,0900,1000,False,False,False,False,True,False,False
Running,2200,2300,False,False,False,True,False,False,False
Running,1300,1400,False,False,False,False,False,True,False
Running,1900,2000,False,False,False,False,False,True,False
Running,2200,2300,False,False,False,False,False,False,True
Running,1700,1800,False,True,False,False,False,False,False
Running,2100,2200,False,False,False,True,False,False,False
Running,1600,1700,False,False,False,True,False,False,False
Running,1800,1900,False,False,False,False,False,False,True
Running,2100,2200,False,False,True,False,False,False,False
Running,2000,2100,False,False,False,False,True,False,False
Running,0700,0800,False,False,True,False,False,False,False
Running,2000,2100,False,False,False,True,False,False,False
Running,1800,1900,False,True,False,False,False,False,False
Running,1400,1500,False,True,False,False,False,False,False
Running,1700,1800,False,False,False,False,True,False,False
Running,1700,1800,False,False,False,False,False,False,True
Running,1100,1200,False,False,True,False,False,False,False
Running,2200,2300,False,False,True,False,False,False,False
Running,0900,1000,False,False,True,False,False,False,False
Running,1000,1100,False,False,True,False,False,False,False
Running,1200,1300,True,False,False,False,False,False,False
Running,0700,0800,False,False,False,False,False,False,True
Running,1300,1400,False,False,False,False,False,False,True
Running,2100,2200,False,True,False,False,False,False,False
Running,1100,1200,True,False,False,False,False,False,False
Running,1600,1700,False,False,False,True,False,False,False
Running,1900,2000,False,False,False,True,False,False,False
Running,1800,1900,False,False,False,False,False,True,False
Running,1400,1500,False,False,False,True,False,False,False
Running,1500,1600,False,False,False,True,False,False,False
Running,2200,2300,False,False,False,False,False,True,False
Running,0800,0900,False,False,False,False,True,False,False
Running,1400,1500,False,False,False,False,False,True,False
Running,1800,1900,False,False,True,False,False,False,False
Running,1500,1600,False,False,False,False,False,True,False
Running,1800,1900,False,False,False,True,False,False,False
Running,1900,2000,False,False,False,False,False,True,False
Running,1000,1100,False,False,False,False,True,False,False
Running,0800,0900,False,False,False,False,True,False,False
Running,0900,1000,False,False,False,True,False,False,False
Running,1800,1900,True,False,False,False,False,False,False
Running,1400,1500,False,False,True,False,False,False,False
Running,1000,1100,False,False,True,False,False,False,False
Running,1700,1800,False,False,False,False,False,False,True
Running,1600,1700,False,False,False,False,False,True,False
Running,1000,1100,False,True,False,False,False,False,False
Running,2100,2200,False,False,False,False,False,False,True
